outcome,variable,OR,CILow,CIHigh,p
3M New Depression Diagnosis ,Age,1.6666666666666667,0.020221905776401,137.364786904479,0.8204702122540586
3M New Depression Diagnosis ,Race,0.6805194805194805,0.15669004995374375,2.9555594851314217,0.6074671469558965
3M New Depression Diagnosis ,Indigenous,1.0196078431372548,0.12868934892870965,8.078369829681199,0.9853291402350085
3M New Depression Diagnosis ,Gender Identity,4.014084507042254,0.16055576421111717,100.35687294596038,0.3974111412649417
3M New Depression Diagnosis ,Highschool Education,2.323152709359606,0.9033225209163768,5.974652890896427,0.0802861610546305
3M New Depression Diagnosis ,Post- Secondary Education,1.1271929824561404,0.5615134133604541,2.262749187226898,0.73629732776718
3M New Depression Diagnosis ,Employment,2.1277777777777778,0.879070903341756,5.150253812740298,0.09408815215426986
3M New Depression Diagnosis ,Household income before taxes,1.9148936170212767,0.9483529790939088,3.8665113574190904,0.06997249078283208
3M New Depression Diagnosis ,Marital status,1.6625615763546797,0.8236448066938294,3.3559502502860443,0.15601778738024036
3M New Depression Diagnosis ,Living situation,2.488235294117647,0.2825951316649489,21.90878109759264,0.41144940544899966
3M New Depression Diagnosis ,Pack years,5.393939393939394,1.411712292042101,20.609427536686482,0.013733424647481026
3M New Depression Diagnosis ,Alcohol use - average number of drinks/week,3.3398692810457518,0.13258726461702772,84.13120857944382,0.463815328932226
3M New Depression Diagnosis ,Substance Use Disorder,3.1176470588235294,0.3389369517665315,28.677083253189227,0.3152096114120232
3M New Depression Diagnosis ,Depression,25.0,7.519198184718919,83.1205648057225,1.510300693450205e-07
3M New Depression Diagnosis ,Anxiety,7.4148148148148145,3.375896321734346,16.28589076744866,6.014403264506091e-07
3M New Depression Diagnosis ,Health Anxiety,2.112824675324675,1.055801344615598,4.228094737164884,0.03456524328697885
3M New Depression Diagnosis ,Delay to Hospital,1.0788013318534961,0.5414130168603761,2.1495831783981845,0.829268590226188
3M New Depression Diagnosis ,Personal Stressors,2.185,1.0600104222586273,4.503941564864311,0.034182202033678416
3M New Depression Diagnosis ,Menopause,1.2509803921568627,0.503663652011568,3.107136946076456,0.6295038938606421
3M New Depression Diagnosis ,Complicated Pregnancy,1.772079772079772,0.8722034795915395,3.6003831583943127,0.11366139174464329
3M New Depression Diagnosis ,Stroke History,0.8181818181818182,0.24061513975061832,2.782125382040037,0.7479335034225583
3M New Depression Diagnosis ,MI History,1.1217948717948718,0.47287957970886285,2.6611928033772254,0.7942716571720441
3M New Depression Diagnosis ,CABG/Stent History,1.0953346855983772,0.43805925731221673,2.7388031492273566,0.8455914497351366
3M New Depression Diagnosis ,High cholesterol,1.3646666666666667,0.6616340106138511,2.814720950307998,0.39993052492000003
3M New Depression Diagnosis ,Diabetes,0.5564803804994055,0.22522655217379164,1.3749285370306255,0.20406301488070344
3M New Depression Diagnosis ,Hypertension,1.1260101765938342,0.5522594587033024,2.29583920711813,0.7440360278561873
3M New Depression Diagnosis ,BMI,1.0,0.010819273949528446,92.42764391261066,1.0
3M New Depression Diagnosis ,HFrEF,1.3522727272727273,0.6780856427961117,2.696770752120849,0.39149139971049574
3M New Depression Diagnosis ,STEMI,0.7965811965811965,0.39457856969534727,1.6081501923347186,0.5257431570589569
3M New Depression Diagnosis ,ESSI score,2.2384076990376203,1.11762638099042,4.483134178231108,0.022976819345653307
3M New Depression Diagnosis ,HADS-A,2.52235401459854,1.2583837306372863,5.055905937165378,0.009112385673767529
3M New Depression Diagnosis ,HADS-D,2.826781326781327,1.3622593912905894,5.865764420878248,0.005270170835995915
3M New Depression Diagnosis ,3M New Depression Diagnosis ,60847.0,1189.3947469489076,3112807.937396282,4.0840810628662156e-08
3M New Depression Diagnosis ,3M New Anxiety Diagnosis ,36.26470588235294,15.777501121054147,83.35470127006376,2.7538271963767236e-17
3M New Depression Diagnosis ,3M New Substance Use Disorder,63.95522388059702,3.0085931729502637,1359.5293303169715,0.007669633172101745
3M New Depression Diagnosis ,3M New Stroke,0.6219421793921424,0.035460472828286266,10.908260484290375,0.7452125899961219
3M New Depression Diagnosis ,3M New MI,0.433489827856025,0.025239638510507166,7.44517124428777,0.5644940235395168
3M New Depression Diagnosis ,3M New CABG/Stent,0.3018575851393189,0.04019081896931612,2.2671347348185575,0.24428431362089587
3M New Depression Diagnosis ,3M Cardiac Rehab,1.5910973084886129,0.6429967616074002,3.9371747981297647,0.3150556947403861
3M New Depression Diagnosis ,3M Hospitalized ,1.6271929824561404,0.6790420851654214,3.8992531685418133,0.2748790872559387
3M New Depression Diagnosis ,3M HADS-A,3.2688172043010755,1.6211580035774267,6.591070020044703,0.0009319256742411844
3M New Depression Diagnosis ,3M HADS-D,5.575268817204301,2.726174382776706,11.401920060752262,2.507597998991866e-06
3M New Depression Diagnosis ,3M SF-12 (Low),1.2724505327245053,0.6345527352109781,2.5516088236425984,0.497304398910868
3M New Depression Diagnosis ,3M Cardiac Anxiety,2.2082228116710874,0.9853176577653919,4.948909569979124,0.05434518517612259
3M New Depression Diagnosis ,3M MOS (Low Support),1.3292929292929292,0.6173229179040381,2.862391206643744,0.46699274249665557
3M New Anxiety Diagnosis ,Age,1.6666666666666667,0.020221905776401,137.364786904479,0.8204702122540586
3M New Anxiety Diagnosis ,Race,0.9857142857142858,0.28809277031610453,3.3726380984677906,0.981708639558967
3M New Anxiety Diagnosis ,Indigenous,2.090909090909091,0.4461598651117932,9.798955863837785,0.3493144017719323
3M New Anxiety Diagnosis ,Gender Identity,3.675324675324675,0.14719727434810317,91.76808150065112,0.42784261299548454
3M New Anxiety Diagnosis ,Highschool Education,0.8729323308270677,0.2563584262152859,2.9724431743985362,0.8279078260070278
3M New Anxiety Diagnosis ,Post- Secondary Education,0.6657824933687002,0.32705854742442014,1.3553118607263355,0.26200095787179445
3M New Anxiety Diagnosis ,Employment,1.544836956521739,0.6131262829255486,3.892381208725874,0.3562930809956014
3M New Anxiety Diagnosis ,Household income before taxes,1.387419165196943,0.7135767349716964,2.6975822579643567,0.33442876942071575
